Model,Year_of_Manufacture,Number_of_Engines,Engine_Type,Capacity,Range_(km),Fuel_Consumption_(L/hour),Hourly_Maintenance_Cost_($),Age,Sales_Region,Price_($),Company,Age_Group,HMC_per_person,Engine_Power_Factor,Price_per_Seat,Seats_per_Engine,Company_Popularity,FuelCost_Maint_Index,Engine_to_Capacity
Airbus A320,1982,2,Turbofan,180,6300,3.42,2721.65,43,Europe,80813216.47,Airbus,40+,15.120277777777778,12,448962.3137222222,90.0,4155,30.636499999999998,0.011111111111111112
Boeing 737,2016,2,Turbofan,162,5700,9.15,2159.02,9,Australia,95250501.81,Boeing,0-10,13.327283950617284,12,587966.0605555556,81.0,4132,30.7402,0.012345679012345678
Airbus A350,2022,2,Turbofan,350,14800,10.94,666.45,3,Africa,705287595.06,Airbus,0-10,1.9041428571428574,12,2015107.4144571426,175.0,4155,17.6045,0.005714285714285714
Airbus A350,1998,2,Turbofan,350,14800,13.95,4967.32,27,South America,405426412.2,Airbus,20-30,14.192342857142856,12,1158361.1777142857,175.0,4155,63.6232,0.005714285714285714
Airbus A350,2009,2,Turbofan,350,14800,10.09,1650.77,16,North America,561720761.39,Airbus,10-20,4.716485714285715,12,1604916.4611142857,175.0,4155,26.5977,0.005714285714285714
Cessna 172,2003,1,Piston,4,1285,38.29,772.72,22,Asia,293935.3,Cessna,20-30,193.18,1,73483.825,4.0,2039,46.0172,0.25
Bombardier CRJ200,1999,2,Turbofan,50,3000,4.81,4747.54,26,Asia,12777006.04,Bombardier,20-30,94.9508,12,255540.12079999998,25.0,2051,52.2854,0.04
Cessna 172,2007,1,Piston,4,1285,20.79,4069.66,18,Australia,307005.25,Cessna,10-20,1017.415,1,76751.3125,4.0,2039,61.486599999999996,0.25
Boeing 777,2023,2,Turbofan,396,15600,4.05,1286.5,2,South America,729830989.94,Boeing,0-10,3.2487373737373737,12,1843007.5503535355,198.0,4132,16.915,0.005050505050505051
Bombardier CRJ200,1990,2,Turbofan,50,3000,12.85,2999.6,35,Europe,12952589.84,Bombardier,30-40,59.992,12,259051.7968,25.0,2051,42.846,0.04
Boeing 737,2012,2,Turbofan,162,5700,9.53,4135.79,13,South America,94113920.51,Boeing,10-20,25.529567901234568,12,580950.1266049383,81.0,4132,50.8879,0.012345679012345678
Bombardier CRJ200,1988,2,Turbofan,50,3000,2.53,3409.53,37,South America,10428807.7,Bombardier,30-40,68.1906,12,208576.15399999998,25.0,2051,36.6253,0.04
Boeing 777,2021,2,Turbofan,396,15600,7.07,1175.02,4,South America,704915866.02,Boeing,0-10,2.967222222222222,12,1780090.5707575758,198.0,4132,18.8202,0.005050505050505051
Airbus A350,2012,2,Turbofan,350,14800,11.48,2097.07,13,North America,626512083.29,Airbus,10-20,5.9916285714285715,12,1790034.5236857142,175.0,4155,32.4507,0.005714285714285714
Boeing 737,2016,2,Turbofan,162,5700,2.78,1154.33,9,Africa,111190058.12,Boeing,0-10,7.1254938271604935,12,686358.3834567901,81.0,4132,14.3233,0.012345679012345678
Airbus A320,1995,2,Turbofan,180,6300,2.01,2905.74,30,Australia,78602608.49,Airbus,20-30,16.142999999999997,12,436681.1582777777,90.0,4155,31.0674,0.011111111111111112
Airbus A320,1990,2,Turbofan,180,6300,6.71,2696.3,35,Africa,90006554.65,Airbus,30-40,14.979444444444445,12,500036.41472222225,90.0,4155,33.673,0.011111111111111112
Boeing 737,2021,2,Turbofan,162,5700,7.6,2187.38,4,North America,107285741.32,Boeing,0-10,13.502345679012347,12,662257.6624691357,81.0,4132,29.473800000000004,0.012345679012345678
Bombardier CRJ200,2015,2,Turbofan,50,3000,5.57,4004.43,10,Africa,20320968.06,Bombardier,0-10,80.0886,12,406419.3612,25.0,2051,45.6143,0.04
Bombardier CRJ200,2019,2,Turbofan,50,3000,5.06,940.55,6,North America,21506399.78,Bombardier,0-10,18.811,12,430127.9956,25.0,2051,14.465499999999999,0.04
Airbus A320,2009,2,Turbofan,180,6300,6.21,1137.54,16,Africa,111728216.82,Airbus,10-20,6.3196666666666665,12,620712.3156666666,90.0,4155,17.5854,0.011111111111111112
Airbus A350,1998,2,Turbofan,350,14800,12.41,1897.16,27,South America,358037171.25,Airbus,20-30,5.420457142857143,12,1022963.3464285714,175.0,4155,31.381600000000002,0.005714285714285714
Airbus A320,1986,2,Turbofan,180,6300,10.24,1057.73,39,Africa,81725704.71,Airbus,30-40,5.876277777777778,12,454031.6928333333,90.0,4155,20.817300000000003,0.011111111111111112
Airbus A320,1980,2,Turbofan,180,6300,14.53,4120.81,45,Africa,84276952.69,Airbus,40+,22.89338888888889,12,468205.2927222222,90.0,4155,55.7381,0.011111111111111112
Airbus A350,1991,2,Turbofan,350,14800,10.85,780.29,34,South America,392334853.91,Airbus,30-40,2.2294,12,1120956.725457143,175.0,4155,18.6529,0.005714285714285714
Airbus A320,2022,2,Turbofan,180,6300,2.97,1800.22,3,Australia,134667896.0,Airbus,0-10,10.001222222222223,12,748154.9777777778,90.0,4155,20.9722,0.011111111111111112
Bombardier CRJ200,1985,2,Turbofan,50,3000,11.64,3816.53,40,North America,12027583.35,Bombardier,30-40,76.3306,12,240551.667,25.0,2051,49.8053,0.04
Boeing 737,2013,2,Turbofan,162,5700,6.91,4289.3,12,Asia,120887268.63,Boeing,10-20,26.47716049382716,12,746217.7075925926,81.0,4132,49.803,0.012345679012345678
Airbus A350,2014,2,Turbofan,350,14800,8.97,2219.18,11,South America,591291457.62,Airbus,10-20,6.340514285714285,12,1689404.1646285714,175.0,4155,31.1618,0.005714285714285714
Airbus A320,1998,2,Turbofan,180,6300,4.14,2859.19,27,Europe,70472004.15,Airbus,20-30,15.88438888888889,12,391511.1341666667,90.0,4155,32.7319,0.011111111111111112
Airbus A350,2003,2,Turbofan,350,14800,10.98,4135.63,22,North America,537887228.17,Airbus,20-30,11.816085714285714,12,1536820.6519142855,175.0,4155,52.33630000000001,0.005714285714285714
Cessna 172,1999,1,Piston,4,1285,29.55,1001.61,26,Africa,210718.93,Cessna,20-30,250.4025,1,52679.7325,4.0,2039,39.5661,0.25
Cessna 172,2015,1,Piston,4,1285,18.88,4066.24,10,South America,368151.08,Cessna,0-10,1016.56,1,92037.77,4.0,2039,59.5424,0.25
Boeing 737,2006,2,Turbofan,162,5700,14.23,2763.88,19,Europe,68474069.32,Boeing,10-20,17.06098765432099,12,422679.4402469135,81.0,4132,41.86880000000001,0.012345679012345678
Airbus A320,1988,2,Turbofan,180,6300,3.73,530.58,37,Africa,91798050.5,Airbus,30-40,2.947666666666667,12,509989.1694444445,90.0,4155,9.0358,0.011111111111111112
Bombardier CRJ200,1989,2,Turbofan,50,3000,8.42,3103.99,36,Europe,12862936.85,Bombardier,30-40,62.0798,12,257258.737,25.0,2051,39.4599,0.04
Bombardier CRJ200,2010,2,Turbofan,50,3000,8.98,1996.17,15,Asia,17495789.28,Bombardier,10-20,39.9234,12,349915.7856,25.0,2051,28.9417,0.04
Airbus A350,2019,2,Turbofan,350,14800,8.86,3059.21,6,South America,541936838.58,Airbus,0-10,8.7406,12,1548390.9673714286,175.0,4155,39.4521,0.005714285714285714
Cessna 172,1981,1,Piston,4,1285,28.03,4589.44,44,Europe,207559.43,Cessna,40+,1147.36,1,51889.8575,4.0,2039,73.92439999999999,0.25
Airbus A320,1994,2,Turbofan,180,6300,10.53,2878.02,31,Africa,95144112.79,Airbus,30-40,15.989,12,528578.404388889,90.0,4155,39.3102,0.011111111111111112
Bombardier CRJ200,2016,2,Turbofan,50,3000,13.36,3974.05,9,Asia,21122971.21,Bombardier,0-10,79.48100000000001,12,422459.4242,25.0,2051,53.100500000000004,0.04
Boeing 737,2007,2,Turbofan,162,5700,12.55,2264.99,18,North America,93367468.36,Boeing,10-20,13.981419753086419,12,576342.3972839506,81.0,4132,35.1999,0.012345679012345678
Boeing 777,2014,2,Turbofan,396,15600,2.26,962.18,11,Australia,571780571.71,Boeing,10-20,2.4297474747474745,12,1443890.33260101,198.0,4132,11.8818,0.005050505050505051
Bombardier CRJ200,2008,2,Turbofan,50,3000,6.15,930.93,17,Asia,17053699.01,Bombardier,10-20,18.6186,12,341073.98020000005,25.0,2051,15.4593,0.04
Bombardier CRJ200,2015,2,Turbofan,50,3000,11.57,1924.45,10,North America,19644800.62,Bombardier,0-10,38.489000000000004,12,392896.0124,25.0,2051,30.814500000000002,0.04
Airbus A350,2008,2,Turbofan,350,14800,4.82,706.62,17,South America,430999451.45,Airbus,10-20,2.0189142857142857,12,1231427.0041428572,175.0,4155,11.8862,0.005714285714285714
Boeing 777,1996,2,Turbofan,396,15600,14.92,1089.49,29,Asia,343617801.31,Boeing,20-30,2.7512373737373736,12,867721.720479798,198.0,4132,25.8149,0.005050505050505051
Bombardier CRJ200,2008,2,Turbofan,50,3000,11.37,1779.98,17,Africa,17577555.98,Bombardier,10-20,35.5996,12,351551.11960000003,25.0,2051,29.169800000000002,0.04
Airbus A350,2000,2,Turbofan,350,14800,13.71,2244.91,25,North America,390248360.84,Airbus,20-30,6.414028571428571,12,1114995.3166857143,175.0,4155,36.159099999999995,0.005714285714285714
Airbus A320,2017,2,Turbofan,180,6300,2.11,2038.26,8,South America,176039635.1,Airbus,0-10,11.323666666666666,12,977997.9727777777,90.0,4155,22.4926,0.011111111111111112
Boeing 737,2014,2,Turbofan,162,5700,5.05,1039.25,11,South America,123828402.35,Boeing,10-20,6.415123456790123,12,764372.8540123457,81.0,4132,15.442499999999999,0.012345679012345678
Cessna 172,2023,1,Piston,4,1285,11.47,4025.73,2,Asia,561279.3,Cessna,0-10,1006.4325,1,140319.825,4.0,2039,51.7273,0.25
Airbus A350,1993,2,Turbofan,350,14800,2.49,3599.2,32,Africa,332149098.61,Airbus,30-40,10.283428571428571,12,948997.4246,175.0,4155,38.482,0.005714285714285714
Cessna 172,1984,1,Piston,4,1285,10.12,3135.41,41,North America,213651.44,Cessna,40+,783.8525,1,53412.86,4.0,2039,41.4741,0.25
Cessna 172,1984,1,Piston,4,1285,15.06,4600.77,41,North America,176544.89,Cessna,40+,1150.1925,1,44136.2225,4.0,2039,61.06770000000001,0.25
Airbus A350,2018,2,Turbofan,350,14800,10.7,1261.8,7,Asia,766405340.05,Airbus,0-10,3.605142857142857,12,2189729.543,175.0,4155,23.317999999999998,0.005714285714285714
Cessna 172,2017,1,Piston,4,1285,49.47,4988.54,8,North America,321353.51,Cessna,0-10,1247.135,1,80338.3775,4.0,2039,99.3554,0.25
Boeing 777,2012,2,Turbofan,396,15600,8.55,2091.71,13,South America,486605558.79,Boeing,10-20,5.28209595959596,12,1228801.9161363638,198.0,4132,29.467100000000002,0.005050505050505051
Bombardier CRJ200,2020,2,Turbofan,50,3000,14.92,1826.97,5,Africa,20795587.12,Bombardier,0-10,36.5394,12,415911.74240000005,25.0,2051,33.1897,0.04
Airbus A320,2005,2,Turbofan,180,6300,7.05,3800.97,20,South America,99894744.22,Airbus,10-20,21.1165,12,554970.8012222222,90.0,4155,45.0597,0.011111111111111112
Airbus A320,2012,2,Turbofan,180,6300,5.46,4427.71,13,North America,138041686.12,Airbus,10-20,24.598388888888888,12,766898.2562222222,90.0,4155,49.737100000000005,0.011111111111111112
Cessna 172,2012,1,Piston,4,1285,19.89,1506.2,13,Africa,272671.74,Cessna,10-20,376.55,1,68167.935,4.0,2039,34.952,0.25
Airbus A350,1993,2,Turbofan,350,14800,14.93,1162.04,32,South America,384817175.19,Airbus,30-40,3.320114285714286,12,1099477.6434,175.0,4155,26.5504,0.005714285714285714
Boeing 737,1989,2,Turbofan,162,5700,10.26,4551.95,36,Asia,64823590.54,Boeing,30-40,28.098456790123457,12,400145.620617284,81.0,4132,55.7795,0.012345679012345678
Bombardier CRJ200,2010,2,Turbofan,50,3000,9.38,4469.01,15,Africa,21492014.83,Bombardier,10-20,89.3802,12,429840.29659999994,25.0,2051,54.070100000000004,0.04
Boeing 737,1989,2,Turbofan,162,5700,6.77,1070.6,36,Europe,68014198.81,Boeing,30-40,6.608641975308641,12,419840.73339506175,81.0,4132,17.476,0.012345679012345678
Cessna 172,2005,1,Piston,4,1285,45.01,3466.33,20,Australia,271099.26,Cessna,10-20,866.5825,1,67774.815,4.0,2039,79.6733,0.25
Boeing 737,1991,2,Turbofan,162,5700,6.03,3909.16,34,Asia,57931177.51,Boeing,30-40,24.130617283950617,12,357599.8611728395,81.0,4132,45.1216,0.012345679012345678
Bombardier CRJ200,2022,2,Turbofan,50,3000,12.48,2336.66,3,South America,25146959.67,Bombardier,0-10,46.7332,12,502939.19340000005,25.0,2051,35.846599999999995,0.04
Boeing 737,2020,2,Turbofan,162,5700,12.73,3253.68,5,North America,129468337.16,Boeing,0-10,20.084444444444443,12,799187.2664197531,81.0,4132,45.2668,0.012345679012345678
Bombardier CRJ200,1985,2,Turbofan,50,3000,9.09,1410.46,40,South America,11064617.5,Bombardier,30-40,28.2092,12,221292.35,25.0,2051,23.1946,0.04
Cessna 172,1986,1,Piston,4,1285,32.26,2450.91,39,Europe,206120.3,Cessna,30-40,612.7275,1,51530.075,4.0,2039,56.769099999999995,0.25
Cessna 172,2021,1,Piston,4,1285,32.34,3501.07,4,South America,372078.06,Cessna,0-10,875.2675,1,93019.515,4.0,2039,67.3507,0.25
Cessna 172,2021,1,Piston,4,1285,30.43,2970.36,4,Africa,353768.88,Cessna,0-10,742.59,1,88442.22,4.0,2039,60.1336,0.25
Bombardier CRJ200,1986,2,Turbofan,50,3000,3.24,2997.04,39,South America,10503820.16,Bombardier,30-40,59.940799999999996,12,210076.4032,25.0,2051,33.2104,0.04
Airbus A320,1981,2,Turbofan,180,6300,5.0,1863.53,44,Australia,83223011.63,Airbus,40+,10.352944444444445,12,462350.06461111107,90.0,4155,23.6353,0.011111111111111112
Airbus A350,1980,2,Turbofan,350,14800,4.23,2229.58,45,Africa,326180086.16,Airbus,40+,6.370228571428571,12,931943.1033142857,175.0,4155,26.5258,0.005714285714285714
Airbus A350,2018,2,Turbofan,350,14800,13.36,4494.07,7,Asia,649766847.85,Airbus,0-10,12.8402,12,1856476.7081428573,175.0,4155,58.3007,0.005714285714285714
Boeing 737,1983,2,Turbofan,162,5700,3.39,756.42,42,Africa,69869256.97,Boeing,40+,4.669259259259259,12,431291.70969135803,81.0,4132,10.9542,0.012345679012345678
Cessna 172,1988,1,Piston,4,1285,18.8,1742.22,37,Europe,226131.77,Cessna,30-40,435.555,1,56532.9425,4.0,2039,36.2222,0.25
Airbus A350,1989,2,Turbofan,350,14800,12.01,3148.81,36,South America,402153732.98,Airbus,30-40,8.996599999999999,12,1149010.6656571429,175.0,4155,43.4981,0.005714285714285714
Cessna 172,1989,1,Piston,4,1285,34.05,4761.65,36,Africa,207986.75,Cessna,30-40,1190.4125,1,51996.6875,4.0,2039,81.66649999999998,0.25
Cessna 172,2018,1,Piston,4,1285,23.34,3127.38,7,Europe,374093.24,Cessna,0-10,781.845,1,93523.31,4.0,2039,54.6138,0.25
Airbus A320,1997,2,Turbofan,180,6300,9.95,4596.11,28,Australia,56295919.62,Airbus,20-30,25.533944444444444,12,312755.109,90.0,4155,55.91109999999999,0.011111111111111112
Cessna 172,2022,1,Piston,4,1285,25.31,3676.42,3,Africa,416881.87,Cessna,0-10,919.105,1,104220.4675,4.0,2039,62.074200000000005,0.25
Bombardier CRJ200,1999,2,Turbofan,50,3000,10.71,4894.59,26,South America,13329333.6,Bombardier,20-30,97.8918,12,266586.672,25.0,2051,59.6559,0.04
Airbus A350,1982,2,Turbofan,350,14800,4.57,4978.42,43,Europe,381037470.83,Airbus,40+,14.224057142857143,12,1088678.4880857142,175.0,4155,54.3542,0.005714285714285714
Bombardier CRJ200,2000,2,Turbofan,50,3000,4.11,4147.4,25,Asia,11830553.12,Bombardier,20-30,82.948,12,236611.0624,25.0,2051,45.583999999999996,0.04
Airbus A350,2011,2,Turbofan,350,14800,8.09,3305.17,14,North America,560277412.35,Airbus,10-20,9.443342857142857,12,1600792.6067142857,175.0,4155,41.1417,0.005714285714285714
Airbus A350,2012,2,Turbofan,350,14800,10.81,3329.15,13,South America,494254428.15,Airbus,10-20,9.511857142857144,12,1412155.5089999998,175.0,4155,44.1015,0.005714285714285714
Airbus A350,2013,2,Turbofan,350,14800,9.17,4266.32,12,Australia,647184792.24,Airbus,10-20,12.189485714285713,12,1849099.4064,175.0,4155,51.8332,0.005714285714285714
Airbus A320,1992,2,Turbofan,180,6300,14.83,2704.33,33,North America,80192803.62,Airbus,30-40,15.024055555555556,12,445515.5756666667,90.0,4155,41.8733,0.011111111111111112
Boeing 777,2008,2,Turbofan,396,15600,3.63,3570.46,17,Asia,456109202.0,Boeing,10-20,9.016313131313131,12,1151790.9141414142,198.0,4132,39.3346,0.005050505050505051
Airbus A350,2008,2,Turbofan,350,14800,12.42,2094.08,17,Europe,519116069.54,Airbus,10-20,5.983085714285714,12,1483188.7701142859,175.0,4155,33.3608,0.005714285714285714
Bombardier CRJ200,1986,2,Turbofan,50,3000,10.73,3337.84,39,Europe,10141801.62,Bombardier,30-40,66.7568,12,202836.0324,25.0,2051,44.1084,0.04
Bombardier CRJ200,1993,2,Turbofan,50,3000,13.26,3777.4,32,Asia,13949703.0,Bombardier,30-40,75.548,12,278994.06,25.0,2051,51.034,0.04
Boeing 777,2001,2,Turbofan,396,15600,5.9,3794.79,24,North America,409444121.64,Boeing,20-30,9.58280303030303,12,1033949.8021212121,198.0,4132,43.847899999999996,0.005050505050505051
Bombardier CRJ200,1982,2,Turbofan,50,3000,13.25,4856.71,43,Australia,13275633.41,Bombardier,40+,97.1342,12,265512.6682,25.0,2051,61.8171,0.04
Boeing 777,2008,2,Turbofan,396,15600,7.61,3730.1,17,Australia,490181589.81,Boeing,10-20,9.419444444444444,12,1237832.2975,198.0,4132,44.911,0.005050505050505051
Boeing 737,2002,2,Turbofan,162,5700,10.97,4386.84,23,Europe,65081159.12,Boeing,20-30,27.07925925925926,12,401735.55012345675,81.0,4132,54.8384,0.012345679012345678
Bombardier CRJ200,1985,2,Turbofan,50,3000,7.64,2335.29,40,South America,12867898.26,Bombardier,30-40,46.705799999999996,12,257357.9652,25.0,2051,30.992900000000002,0.04
Airbus A350,2019,2,Turbofan,350,14800,10.04,3801.47,6,South America,667676431.2,Airbus,0-10,10.861342857142857,12,1907646.9462857144,175.0,4155,48.0547,0.005714285714285714
Bombardier CRJ200,1994,2,Turbofan,50,3000,11.58,2628.71,31,South America,11415040.05,Bombardier,30-40,52.5742,12,228300.801,25.0,2051,37.8671,0.04
Boeing 777,1997,2,Turbofan,396,15600,8.38,3846.06,28,North America,383522946.72,Boeing,20-30,9.712272727272728,12,968492.2896969698,198.0,4132,46.8406,0.005050505050505051
Boeing 737,1999,2,Turbofan,162,5700,12.15,1646.12,26,North America,61681655.13,Boeing,20-30,10.161234567901234,12,380750.95759259263,81.0,4132,28.611199999999997,0.012345679012345678
Cessna 172,2014,1,Piston,4,1285,28.6,1309.94,11,Europe,356967.91,Cessna,10-20,327.485,1,89241.9775,4.0,2039,41.699400000000004,0.25
Boeing 737,1984,2,Turbofan,162,5700,14.39,4996.58,41,North America,63891869.78,Boeing,40+,30.843086419753085,12,394394.25790123455,81.0,4132,64.3558,0.012345679012345678
Boeing 737,1999,2,Turbofan,162,5700,11.7,3732.09,26,Africa,69638028.84,Boeing,20-30,23.037592592592592,12,429864.37555555557,81.0,4132,49.0209,0.012345679012345678
Boeing 737,2021,2,Turbofan,162,5700,7.79,4783.03,4,Australia,126646388.71,Boeing,0-10,29.524876543209874,12,781767.8315432098,81.0,4132,55.6203,0.012345679012345678
Boeing 737,1989,2,Turbofan,162,5700,7.99,2374.3,36,Europe,70833222.59,Boeing,30-40,14.656172839506175,12,437242.11475308647,81.0,4132,31.733000000000004,0.012345679012345678
Bombardier CRJ200,2000,2,Turbofan,50,3000,7.93,4417.45,25,Asia,13920172.66,Bombardier,20-30,88.34899999999999,12,278403.4532,25.0,2051,52.1045,0.04
Airbus A320,2005,2,Turbofan,180,6300,14.78,2135.18,20,South America,92964830.8,Airbus,10-20,11.86211111111111,12,516471.2822222222,90.0,4155,36.1318,0.011111111111111112
Airbus A350,1987,2,Turbofan,350,14800,4.34,3719.33,38,North America,346049848.97,Airbus,30-40,10.626657142857143,12,988713.8542000001,175.0,4155,41.5333,0.005714285714285714
Bombardier CRJ200,2005,2,Turbofan,50,3000,5.8,2297.34,20,South America,15903783.54,Bombardier,10-20,45.9468,12,318075.67079999996,25.0,2051,28.773400000000002,0.04
Cessna 172,1984,1,Piston,4,1285,28.49,2180.8,41,Australia,187968.52,Cessna,40+,545.2,1,46992.13,4.0,2039,50.298,0.25
Boeing 737,2017,2,Turbofan,162,5700,11.98,1381.38,8,Australia,99411340.89,Boeing,0-10,8.527037037037038,12,613650.2524074074,81.0,4132,25.7938,0.012345679012345678
Airbus A350,2008,2,Turbofan,350,14800,7.65,1634.69,17,South America,453740933.98,Airbus,10-20,4.670542857142857,12,1296402.6685142857,175.0,4155,23.996900000000004,0.005714285714285714
Airbus A350,2014,2,Turbofan,350,14800,8.89,2586.09,11,Asia,583084297.07,Airbus,10-20,7.388828571428572,12,1665955.1344857144,175.0,4155,34.7509,0.005714285714285714
Airbus A320,1994,2,Turbofan,180,6300,3.17,3255.17,31,Australia,79198581.79,Airbus,30-40,18.08427777777778,12,439992.1210555556,90.0,4155,35.721700000000006,0.011111111111111112
Boeing 777,2020,2,Turbofan,396,15600,7.07,3696.55,5,North America,663821228.55,Boeing,0-10,9.334722222222222,12,1676316.2337121211,198.0,4132,44.035500000000006,0.005050505050505051
Boeing 777,2007,2,Turbofan,396,15600,4.56,3155.66,18,South America,413576884.6,Boeing,10-20,7.968838383838383,12,1044386.0722222222,198.0,4132,36.1166,0.005050505050505051
Boeing 777,1996,2,Turbofan,396,15600,7.63,4673.0,29,Africa,417529202.61,Boeing,20-30,11.80050505050505,12,1054366.6732575758,198.0,4132,54.36000000000001,0.005050505050505051
Airbus A350,2016,2,Turbofan,350,14800,3.87,1486.18,9,North America,599637980.27,Airbus,0-10,4.2462285714285715,12,1713251.3721999999,175.0,4155,18.7318,0.005714285714285714
Boeing 737,1994,2,Turbofan,162,5700,10.73,3032.92,31,Africa,75464318.04,Boeing,30-40,18.721728395061728,12,465829.12370370375,81.0,4132,41.059200000000004,0.012345679012345678
Bombardier CRJ200,2007,2,Turbofan,50,3000,8.19,1019.86,18,North America,17802727.89,Bombardier,10-20,20.3972,12,356054.5578,25.0,2051,18.3886,0.04
Boeing 737,1984,2,Turbofan,162,5700,14.65,2106.58,41,Africa,62865441.9,Boeing,40+,13.00358024691358,12,388058.2833333333,81.0,4132,35.7158,0.012345679012345678
Airbus A320,1988,2,Turbofan,180,6300,14.79,4738.38,37,South America,76722331.86,Airbus,30-40,26.324333333333335,12,426235.177,90.0,4155,62.1738,0.011111111111111112
Boeing 777,2010,2,Turbofan,396,15600,2.99,4212.06,15,Europe,467648658.74,Boeing,10-20,10.636515151515152,12,1180930.9564141415,198.0,4132,45.110600000000005,0.005050505050505051
Airbus A350,2012,2,Turbofan,350,14800,2.72,4129.04,13,Australia,654045048.94,Airbus,10-20,11.797257142857143,12,1868700.1398285716,175.0,4155,44.0104,0.005714285714285714
Airbus A320,1987,2,Turbofan,180,6300,8.36,1387.08,38,North America,82135983.54,Airbus,30-40,7.7059999999999995,12,456311.0196666667,90.0,4155,22.2308,0.011111111111111112
